instance,mean_cost,median_cost,std_cost,best_cost,mean_time,mean_gap,best_gap,ants,max_iter,stagnation_limit,restart_after,candidate_k,ls_candidate_k,ls_top_ants,ls_frequency,alpha,beta,rho_start,rho_end,q0_start,q0_end,seed,use_local_search
eil51,433.2,432.0,1.9390719429665317,431.0,0.5137636799830944,1.6901408450704198,1.1737089201877935,8,220,39,17,10,10,1,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.6,433.0,1.8547236990991407,430.0,0.9066702000098303,1.5492957746478926,0.9389671361502347,11,220,39,17,10,10,1,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,428.4,428.0,2.5768197453450252,426.0,1.0493750399677082,0.5633802816901355,0.0,15,220,39,17,10,10,1,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.4,431.0,3.4985711369071804,428.0,0.6440978599712253,1.5023474178403702,0.4694835680751174,8,220,39,17,10,10,1,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,433.2,433.0,1.7204650534085253,431.0,0.9792170400032774,1.6901408450704198,1.1737089201877935,11,220,39,17,10,10,1,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,430.8,429.0,2.7129319932501073,428.0,1.035070120007731,1.1267605633802844,0.4694835680751174,15,220,39,17,10,10,1,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,434.8,435.0,2.1354156504062622,432.0,0.7021050200099126,2.065727699530519,1.408450704225352,8,220,39,17,10,10,1,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,433.6,433.0,4.409081537009721,428.0,0.6479047399712726,1.7840375586854513,0.4694835680751174,11,220,39,17,10,10,1,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.6,432.0,2.8000000000000003,428.0,0.8169443399878219,1.5492957746478926,0.4694835680751174,15,220,39,17,10,10,1,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,433.2,432.0,1.9390719429665317,431.0,0.5361285999882967,1.6901408450704198,1.1737089201877935,8,220,39,17,10,10,1,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.6,433.0,1.8547236990991407,430.0,0.9056655399734155,1.5492957746478926,0.9389671361502347,11,220,39,17,10,10,1,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,429.4,429.0,2.4166091947189146,426.0,1.1109232400078326,0.7981220657276942,0.0,15,220,39,17,10,10,2,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.4,431.0,3.4985711369071804,428.0,0.6361406199634075,1.5023474178403702,0.4694835680751174,8,220,39,17,10,10,1,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,433.2,433.0,1.7204650534085253,431.0,0.9567859600298106,1.6901408450704198,1.1737089201877935,11,220,39,17,10,10,1,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,430.8,429.0,3.1874754901018454,428.0,1.2089740800205617,1.1267605633802844,0.4694835680751174,15,220,39,17,10,10,2,2,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,434.8,435.0,2.1354156504062622,432.0,0.6851110400166363,2.065727699530519,1.408450704225352,8,220,39,17,10,10,1,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,433.6,433.0,4.409081537009721,428.0,0.6317943399772048,1.7840375586854513,0.4694835680751174,11,220,39,17,10,10,1,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,434.4,435.0,3.7202150475476548,429.0,0.8127621600171551,1.9718309859154877,0.704225352112676,15,220,39,17,10,10,2,5,1.0,3.5,0.15,0.08,0.6,0.92,42,True
eil51,432.8,434.0,2.9257477676655586,429.0,0.6478648600168526,1.5962441314554017,0.704225352112676,8,220,39,17,10,10,2,1,1.0,3.5,0.15,0.08,0.6,0.92,42,True
